id,user_id,vehicle_id,service_mode,home_service_address,customer_concern,ticket_status,request_date
1,200,1,walk_in,None,,approved,2026-02-11 18:52:15
2,200,1,walk_in,None,,approved,2026-03-21 21:11:49
3,201,2,walk_in,None,,approved,2026-02-25 11:10:22
4,202,3,walk_in,None,,approved,2026-02-12 18:45:05
5,202,3,walk_in,None,,approved,2026-02-17 12:25:32
6,202,3,walk_in,None,,approved,2026-04-18 05:25:20
7,203,4,walk_in,None,,approved,2026-01-23 09:37:09
8,203,4,walk_in,None,,approved,2026-03-21 01:31:50
9,204,5,walk_in,None,,approved,2026-01-29 08:13:41
10,205,6,walk_in,None,,approved,2026-03-08 03:08:47
11,206,7,walk_in,None,,approved,2026-02-19 07:53:46
12,206,7,walk_in,None,,approved,2026-02-24 06:04:06
13,207,8,walk_in,None,,approved,2026-02-24 23:12:07
14,207,8,walk_in,None,,approved,2026-04-01 06:58:23
15,208,9,walk_in,None,,approved,2026-01-25 08:17:19
16,209,10,walk_in,None,,approved,2026-01-20 03:09:32
17,209,10,walk_in,None,,approved,2026-03-26 10:07:55
18,210,11,walk_in,None,,approved,2026-02-03 03:16:11
19,210,11,walk_in,None,,approved,2026-04-03 19:14:43
20,211,12,walk_in,None,,approved,2026-02-16 15:17:15
21,211,12,walk_in,None,,approved,2026-03-01 19:19:39
22,212,13,walk_in,None,,approved,2026-02-15 15:52:03
23,212,13,walk_in,None,,approved,2026-02-17 06:32:36
24,213,14,walk_in,None,,approved,2026-02-24 09:50:43
25,213,14,walk_in,None,,approved,2026-03-14 23:12:57
26,214,15,walk_in,None,,approved,2026-03-02 12:44:54
27,214,15,walk_in,None,,approved,2026-02-21 09:22:31
28,215,16,walk_in,None,,approved,2026-02-09 04:12:44
29,215,16,walk_in,None,,approved,2026-04-05 23:04:14
30,216,17,walk_in,None,,approved,2026-01-23 00:18:11
31,216,17,walk_in,None,,approved,2026-03-12 20:27:06
32,216,17,walk_in,None,,approved,2026-03-21 19:48:32
33,217,18,walk_in,None,,approved,2026-02-16 20:59:31
34,217,18,walk_in,None,,approved,2026-03-09 17:12:28
35,218,19,walk_in,None,,approved,2026-02-25 00:01:28
36,218,19,walk_in,None,,approved,2026-02-25 06:13:39
37,219,20,walk_in,None,,approved,2026-01-23 09:39:23
38,219,20,walk_in,None,,approved,2026-02-28 18:55:25
39,219,20,walk_in,None,,approved,2026-04-21 07:02:00
40,220,21,walk_in,None,,approved,2026-03-06 03:43:17
41,220,21,walk_in,None,,approved,2026-03-15 07:16:36
42,221,22,walk_in,None,,approved,2026-01-17 15:24:06
43,222,23,walk_in,None,,approved,2026-02-24 04:38:36
44,222,23,walk_in,None,,approved,2026-03-16 01:27:46
45,222,23,walk_in,None,,approved,2026-03-25 01:05:59
46,223,24,walk_in,None,,approved,2026-03-06 03:17:47
47,223,24,walk_in,None,,approved,2026-02-23 10:52:21
48,223,24,walk_in,None,,approved,2026-03-26 08:02:14
49,224,25,walk_in,None,,approved,2026-02-12 09:07:11
50,224,25,walk_in,None,,approved,2026-03-09 12:48:28
51,224,25,walk_in,None,,approved,2026-04-27 21:10:28
52,225,26,walk_in,None,,approved,2026-03-07 13:44:37
53,225,26,walk_in,None,,approved,2026-03-22 18:41:56
54,226,27,walk_in,None,,approved,2026-02-17 23:25:10
55,226,27,walk_in,None,,approved,2026-04-01 00:28:28
56,227,28,walk_in,None,,approved,2026-02-15 21:03:59
57,228,29,walk_in,None,,approved,2026-02-13 08:45:04
58,228,29,walk_in,None,,approved,2026-03-13 10:48:57
59,228,29,walk_in,None,,approved,2026-04-04 08:36:59
60,229,30,walk_in,None,,approved,2026-01-25 04:35:24
61,229,30,walk_in,None,,approved,2026-03-10 14:00:53
62,230,31,walk_in,None,,approved,2026-02-01 10:42:01
63,230,31,walk_in,None,,approved,2026-04-06 13:49:44
64,231,32,walk_in,None,,approved,2026-01-22 08:37:39
65,232,33,walk_in,None,,approved,2026-03-05 06:21:18
66,232,33,walk_in,None,,approved,2026-03-12 11:31:07
67,233,34,walk_in,None,,approved,2026-02-26 17:26:25
68,234,35,walk_in,None,,approved,2026-02-03 00:07:04
69,234,35,walk_in,None,,approved,2026-02-24 21:41:11
70,235,36,walk_in,None,,approved,2026-02-16 04:42:03
71,235,36,walk_in,None,,approved,2026-03-08 08:36:57
72,235,36,walk_in,None,,approved,2026-04-01 07:05:16
73,236,37,walk_in,None,,approved,2026-02-06 01:22:48
74,237,38,walk_in,None,,approved,2026-02-21 13:05:45
75,238,39,walk_in,None,,approved,2026-01-27 05:49:04
76,239,40,walk_in,None,,approved,2026-01-19 15:47:46
77,239,40,walk_in,None,,approved,2026-03-03 19:34:23
78,239,40,walk_in,None,,approved,2026-05-06 05:43:30
79,240,41,walk_in,None,,approved,2026-02-01 07:13:48
80,241,42,walk_in,None,,approved,2026-02-09 21:48:20
81,242,43,walk_in,None,,approved,2026-01-31 00:37:52
82,243,44,walk_in,None,,approved,2026-02-01 22:00:10
83,244,45,walk_in,None,,approved,2026-01-31 16:49:01
84,244,45,walk_in,None,,approved,2026-03-15 03:42:56
85,244,45,walk_in,None,,approved,2026-04-13 11:33:33
86,245,46,walk_in,None,,approved,2026-01-30 14:10:08
87,245,46,walk_in,None,,approved,2026-03-26 04:34:20
88,246,47,walk_in,None,,approved,2026-02-12 18:32:26
89,246,47,walk_in,None,,approved,2026-04-01 23:52:53
90,246,47,walk_in,None,,approved,2026-03-22 07:27:49
91,247,48,walk_in,None,,approved,2026-02-24 23:33:55
92,247,48,walk_in,None,,approved,2026-03-04 17:39:58
93,248,49,walk_in,None,,approved,2026-03-02 10:15:26
94,248,49,walk_in,None,,approved,2026-03-01 17:00:42
95,249,50,walk_in,None,,approved,2026-02-06 04:15:36
96,249,50,walk_in,None,,approved,2026-02-25 10:12:55
97,250,51,walk_in,None,,approved,2026-02-23 12:36:11
98,251,52,walk_in,None,,approved,2026-02-27 07:25:14
99,251,52,walk_in,None,,approved,2026-03-06 02:46:36
100,252,53,walk_in,None,,approved,2026-03-06 11:35:07
101,252,53,walk_in,None,,approved,2026-02-24 06:45:04
102,252,53,walk_in,None,,approved,2026-04-05 12:25:58
103,253,54,walk_in,None,,approved,2026-02-15 13:08:37
104,253,54,walk_in,None,,approved,2026-03-04 05:39:45
105,254,55,walk_in,None,,approved,2026-01-26 14:43:27
106,254,55,walk_in,None,,approved,2026-04-03 06:48:25
107,254,55,walk_in,None,,approved,2026-04-07 22:41:58
108,255,56,walk_in,None,,approved,2026-02-14 10:55:09
109,255,56,walk_in,None,,approved,2026-03-22 22:15:44
110,255,56,walk_in,None,,approved,2026-03-30 01:10:01
111,256,57,walk_in,None,,approved,2026-02-26 19:53:14
112,256,57,walk_in,None,,approved,2026-02-17 16:02:56
113,257,58,walk_in,None,,approved,2026-02-25 00:35:10
114,258,59,walk_in,None,,approved,2026-02-01 15:48:02
115,259,60,walk_in,None,,approved,2026-02-17 04:53:57
116,260,61,walk_in,None,,approved,2026-02-01 01:37:48
117,261,62,walk_in,None,,approved,2026-02-16 12:04:19
118,262,63,walk_in,None,,approved,2026-02-03 13:32:01
119,262,63,walk_in,None,,approved,2026-03-31 15:47:34
120,263,64,walk_in,None,,approved,2026-01-27 02:40:01
121,264,65,walk_in,None,,approved,2026-02-16 18:21:48
122,265,66,walk_in,None,,approved,2026-02-16 21:04:12
123,266,67,walk_in,None,,approved,2026-01-28 23:52:14
124,266,67,walk_in,None,,approved,2026-04-07 11:34:21
125,267,68,walk_in,None,,approved,2026-02-14 01:47:09
126,267,68,walk_in,None,,approved,2026-03-31 15:29:54
127,268,69,walk_in,None,,approved,2026-02-27 23:27:41
128,269,70,walk_in,None,,approved,2026-02-21 02:23:20
129,269,70,walk_in,None,,approved,2026-02-24 04:44:56
130,270,71,walk_in,None,,approved,2026-02-16 16:59:22
131,271,72,walk_in,None,,approved,2026-02-21 20:37:22
